step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.42129086459879,0,0.0,0.9574094200720923,0,0.0,0.9565943724963235,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9628824572452344,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9624182062675386,0,0.0,0.958663529949047,0,0.0,0.9557155867748208,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9586136887870012,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.50591662565611,0,0.0,0.9867441120804759,0,0.0,0.9868733552148352,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9060456802477522,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9867149907252099,0,0.0,0.987954694225512,0,0.0,0.9877179461102805,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9883726258666456,0,0.0,1.0,0,0.0
15.0,40,0,0,0,40,0,0.0,0.0,12.0332369274417,0,0.0,0.7878347744720275,0,0.0,0.7730854229571321,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9420551523106887,0,0.0,0.7483436550409079,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9123884694245313,0,0.0,0.9394900860854246,0,0.0,0.9648581597953981,0,0.0,0.969655290109366,0,0.0,0.9219204639300488,0,0.0,0.9495987845936628,0,0.0,0.9655270842088916,0,0.0,0.9366569200989004,0,0.0
20.0,56,0,5,0,56,0,16.0,0.2857142857142857,10.731804669645209,2,7.0,0.6775107411227058,2,7.0,0.5955768651567567,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9548114474395655,0,0.0,0.9828135928213313,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6453735022942467,0,0.0,0.7715339782914098,0,0.0,0.9418832499141745,0,0.0,0.9441530577620373,0,0.0,0.7890931126688318,0,0.0,0.9299168054800271,0,0.0,0.9508655187860586,0,0.0,0.9577772061522162,5,16.0
25.0,72,0,3,0,72,0,6.0,0.08333333333333333,9.633011216444897,0,3.0,0.6886540183888946,0,3.0,0.6446264709959322,0,0.0,0.6568556710648603,0,0.0,0.9973548828801776,0,0.0,0.956217275685195,0,0.0,0.5984544390431852,0,0.0,1.0,0,0.0,1.0,0,1.0,0.8339877590637914,2,5.0,0.5782188147956369,0,2.0,0.8795541811349571,0,4.0,0.7555295881867874,0,2.0,0.4451491414107871,0,0.0,0.9469853666797301,1,1.0,0.6431832052335117,0,0.0,0.4733000147360014,3,21.0
30.0,80,0,11,0,80,0,36.0,0.45,9.933449038641552,2,6.0,0.6849754860940314,1,3.0,0.6655266268647402,0,0.0,0.9180257733316564,0,0.0,0.9587831012385437,0,0.0,0.7435308930093962,2,8.0,0.44500572648560677,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9467886826669661,0,1.0,0.6981376923507928,0,4.0,0.9254164396581808,0,4.0,0.8780328822567403,0,2.0,0.9358768793892706,0,4.0,0.3712492543009124,3,12.0,0.4940611384987318,3,7.0,0.00042953937654669497,11,51.0
35.0,96,0,9,0,96,0,51.0,0.53125,9.046903882035165,0,2.0,0.6597433479127962,0,3.0,0.5417512604964668,0,0.0,0.33999550966728126,0,0.0,0.5508084235295079,3,8.0,0.5512107094431812,3,21.0,0.24407259299320794,0,0.0,1.0,0,0.0,1.0,0,2.0,0.660649804492741,0,0.0,0.9247909400988878,0,4.0,0.9517815997585477,0,4.0,0.7437974376172485,0,2.0,0.8968733111966761,0,4.0,0.879882823754122,0,5.0,0.5038055081231377,3,26.0,0.18564613313416506,9,81.0
40.0,112,0,20,0,112,0,83.0,0.7410714285714286,8.767523840437393,2,6.0,0.7091619546223776,4,17.0,0.623795200420571,1,3.0,0.0001281293355047389,2,4.0,0.0016257920932542665,0,4.0,0.5650889180646615,0,8.0,0.21422989115072003,0,4.0,0.36972053436773555,0,0.0,1.0,3,12.0,0.6821578768079254,0,0.0,0.9535632638120191,1,1.0,0.701580151486644,2,9.0,0.39805874222569726,2,4.0,0.277401675962887,0,4.0,0.9224237885971467,0,0.0,0.8930699297185275,3,41.0,0.6936131729175069,20,117.0
45.0,120,0,6,0,120,0,18.0,0.15,9.341568441853005,1,5.0,0.6547516099839479,0,16.0,0.6705201697657165,0,6.0,0.4466179081641733,0,0.0,1.0,0,0.0,0.9640959209953182,0,4.0,0.8220874659916916,0,6.0,0.8644937064286795,0,4.0,0.4320214685204428,0,8.0,0.7713625333022891,0,0.0,0.9477809671938341,3,18.0,0.4683998549924421,0,8.0,0.2974040775465373,0,9.0,0.2964417426306318,2,6.0,0.5814331743639477,0,0.0,0.9444742319582968,0,18.0,0.8443276434232441,6,108.0
50.0,136,0,7,0,136,0,18.0,0.1323529411764706,9.807665972999166,3,11.0,0.6206742272101597,2,8.0,0.46224630225281177,0,6.0,0.86872192638767,0,4.0,0.4803033111617394,1,1.0,0.6928863590523483,0,4.0,0.892208369415325,0,6.0,0.9637614399190593,0,4.0,0.9838943921410408,1,6.0,0.5374872555311301,0,0.0,0.9595061082713492,0,10.0,0.7246348102305,0,8.0,0.7396666747254413,0,8.0,0.8609572247140348,0,3.0,0.4542716986346487,0,0.0,0.8274902522883038,0,0.0,0.6482785088061958,7,79.0
55.0,152,0,11,0,152,0,35.0,0.23026315789473684,9.451998910407786,0,7.0,0.6628337928213325,1,13.0,0.46961955372147585,0,6.0,0.8999788218412197,0,4.0,0.8989185420463032,4,13.0,0.6706961638426143,0,6.0,0.3612111232652529,0,2.0,0.7889213794551875,0,4.0,0.945301433738007,0,3.0,0.6631624586025154,0,4.0,0.8062864603639708,0,2.0,0.9051755096919311,0,8.0,0.8882891847211616,0,8.0,0.9067934264389766,3,12.0,0.451185589866642,2,6.0,0.5558494204103349,1,3.0,0.1140938242460242,11,101.0
60.0,160,0,30,0,160,0,120.0,0.75,8.354266304102639,2,6.0,0.6583843080686984,2,13.0,0.6141916862656487,1,7.0,0.42536366285879534,0,4.0,0.9099307007360199,5,34.0,0.5349365035075114,0,4.0,0.5816265933315343,1,3.0,0.2926954688704876,2,7.0,0.5601736011546397,2,9.0,0.7023311703709485,0,4.0,0.9326974119551793,1,4.0,0.510722977822314,0,2.0,0.8539719313536551,2,7.0,0.35069740700370805,3,12.0,0.6050137089432704,4,22.0,0.3712436427929261,5,26.0,0.3316968180945687,30,164.0
65.0,176,0,17,0,176,0,93.0,0.5284090909090909,8.318820381348239,0,1.0,0.7010105111838295,0,10.0,0.7319194599704458,0,10.0,0.19738691541240022,0,0.0,0.884219587061402,2,31.0,0.4022678426930018,0,6.0,0.798966965841169,1,12.0,0.6923733231285235,0,0.0,0.7830585658364579,0,4.0,0.7901361167464325,0,4.0,0.8789152229087738,2,10.0,0.4133340106268435,2,8.0,0.45591390901769996,1,10.0,0.32000988434073874,4,26.0,0.5651899887476901,0,17.0,0.5260033854339798,5,55.0,0.4372504332213176,17,204.0
70.0,189,0,27,3,192,0,116.0,0.6137566137566137,9.052006272547489,1,3.0,0.6892684407035082,2,8.0,0.46322584026002,2,17.0,0.5969462703404975,0,0.0,0.351081571586891,5,19.0,0.412871505111438,0,4.0,0.7614022421285641,0,8.0,0.8741930422730063,2,2.0,0.692652460881623,2,6.0,0.45294887543686346,2,4.0,0.6118612072304558,2,14.0,0.6388870976912375,2,16.0,0.6681510426291799,0,4.0,0.8635363673600404,7,54.0,0.11074351860292912,0,3.0,0.870465956165298,0,42.0,0.6807693084631852,27,204.0
75.0,192,0,13,8,200,0,53.0,0.2760416666666667,8.777630148823574,0,2.0,0.6003530833928447,1,10.0,0.4167622680249213,0,8.0,0.8863907082103717,0,8.0,0.2649872794427523,4,29.0,0.32202963326230544,0,4.0,0.8814661926116657,0,2.0,0.8877603135550829,0,2.0,0.8448869431211478,0,12.0,0.4219951797195676,0,6.0,0.5735190194394031,4,30.0,0.6064356744656871,1,6.0,0.722783604433823,0,4.0,0.8496055810179178,2,53.0,0.17112990966963082,0,3.0,0.9286103872229207,1,12.0,0.591212587417795,13,191.0
80.0,201,0,28,15,216,0,118.0,0.5870646766169154,8.88720225579662,3,9.0,0.6600853736517681,3,15.0,0.6987489126130998,2,13.0,0.6019338033812874,0,8.0,0.9360211785137551,5,37.0,0.39738643063058726,0,0.0,0.8774033840090664,1,2.0,0.6881670317931734,3,8.0,0.5694668601292295,2,13.0,0.6895118540111288,0,4.0,0.8660751571953251,0,17.0,0.4346097491791287,1,9.0,0.5863337302545599,1,5.0,0.2995204425037537,1,17.0,0.6595949760410142,1,1.0,0.7830298358408101,5,31.0,0.6108060099940595,28,189.0
